Module	Section	Sample Name	Source
FastQC	all_sections	SRR27961780_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961780_2_fastqc.zip
FastQC	all_sections	SRR27961781_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961781_1_fastqc.zip
FastQC	all_sections	SRR27961781_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961781_2_fastqc.zip
FastQC	all_sections	SRR27961782_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961782_1_fastqc.zip
FastQC	all_sections	SRR27961782_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961782_2_fastqc.zip
FastQC	all_sections	SRR27961783_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961783_1_fastqc.zip
FastQC	all_sections	SRR27961783_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961783_2_fastqc.zip
FastQC	all_sections	SRR27961784_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961784_1_fastqc.zip
FastQC	all_sections	SRR27961784_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961784_2_fastqc.zip
FastQC	all_sections	SRR27961785_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961785_1_fastqc.zip
FastQC	all_sections	SRR27961785_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961785_2_fastqc.zip
FastQC	all_sections	SRR27961786_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961786_1_fastqc.zip
FastQC	all_sections	SRR27961786_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961786_2_fastqc.zip
FastQC	all_sections	SRR27961787_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961787_1_fastqc.zip
FastQC	all_sections	SRR27961787_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961787_2_fastqc.zip
FastQC	all_sections	SRR27961788_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961788_1_fastqc.zip
FastQC	all_sections	SRR27961788_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961788_2_fastqc.zip
FastQC	all_sections	SRR27961789_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961789_1_fastqc.zip
FastQC	all_sections	SRR27961789_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961789_2_fastqc.zip
FastQC	all_sections	SRR27961790_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961790_1_fastqc.zip
FastQC	all_sections	SRR27961790_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961790_2_fastqc.zip
FastQC	all_sections	SRR27961791_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961791_1_fastqc.zip
FastQC	all_sections	SRR27961791_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961791_2_fastqc.zip
FastQC	all_sections	SRR27961792_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961792_1_fastqc.zip
FastQC	all_sections	SRR27961792_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961792_2_fastqc.zip
FastQC	all_sections	SRR27961793_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961793_1_fastqc.zip
FastQC	all_sections	SRR27961793_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961793_2_fastqc.zip
FastQC	all_sections	SRR27961794_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961794_1_fastqc.zip
FastQC	all_sections	SRR27961794_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961794_2_fastqc.zip
FastQC	all_sections	SRR27961795_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961795_1_fastqc.zip
FastQC	all_sections	SRR27961795_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961795_2_fastqc.zip
FastQC	all_sections	SRR27961796_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961796_1_fastqc.zip
FastQC	all_sections	SRR27961796_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961796_2_fastqc.zip
FastQC	all_sections	SRR27961797_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961797_1_fastqc.zip
FastQC	all_sections	SRR27961797_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961797_2_fastqc.zip
FastQC	all_sections	SRR27961798_1	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961798_1_fastqc.zip
FastQC	all_sections	SRR27961798_2	/mnt/e/salmon-rnaseq/outputs/qc/SRR27961798_2_fastqc.zip
